"name","address","state","overview","theme","establishment_year","website","contact_info","admission_fee","timings","facilities"
"Government Freedom Struggle Museum (Shaheed Smarak)","Delhi Rd, Meerut Cantt, Meerut - 250001","Uttar Pradesh","The collection includes postal stamps, pictures, postcards, memorial coins related to the events of 1857, paintings, murals and memorabilia. Gallery 1 of the museum has paintings of the incidents that lead to Sepoy Mutiny in 1857. Gallery 2 of the museum has a collection of paintings depicting the breaking down of the Baghpat Bridge, Rani Lakhmi Bai, Lucknow Bagh, Sati Chaura Ghat, swords, guns, cartridges. Gallery 3 of the museum has a collec - tion of coins, inscriptions from excavated sites near Meerut","Historical Museum","1997","","0121 2404367","","10:30 AM - 04:30 PM (Closed on Sundays and Mondays)","Photography (Only Researchers) and Library"
"Memorial Museum Residency","River Bank Colony, Qaisar Bagh, Lucknow - 226001","Uttar Pradesh","The collection includes series of lithographs - Siege of Lucknow- arranged thematically; translites of Dilkusha Kothi, Rumi Gate, and aerial view of Bara Imambara, paintings of Wajid Ali Shah, Begum Hazrat Mahal, Rani Lakshmi Bai, relief sculpture of Sir Henry Lawrence, Chief Commissioner of Awadh etc., cannon walls, musical instruments. The walls of the residency have bullet and cannonball marks of the sheiling during the Sepoy Mutiny of 1857","Historical Museum","2005","","","","05:00 AM - 05:00 PM (Closed on Fridays)","Photography (only outside of the Palace)"
"1857 Memorial Museum","Vipin Kand, Gomti Nagar, Lucknow - 226010","Uttar Pradesh","The Museum building is divided in two parts - the Zone of Absorption and the Z one of Reflection. The Museum includes a sound sculpture that focuses on the seven arenas where revolution was brought about by Jay - prakash Narayan. The Colonial India Gallery has a collection of photographs of significant events that took place in India’s Struggle for Independence (1905 - 1947), formative years of Jayaprakash Narayan, his inclination to Marxist Ideology, his escape from prison etc. The other exhibits in the Gallery show the ideologies, letters and the activities of Jayaprakash Narayan","Historical Museum","2016","","7045019031","Free","10:00 AM - 05:30 PM (Closed on Mondays)","Seminar, Guided Tours, Library and Photography"
"Parshwanath Vidyapeeth Museum","ITI Rd, Karaundi, Varanasi - 221005","Uttar Pradesh","The collection includes many antiques, old manuscripts, books, periodicals, sculptures of jain Tirthankars and Hindu Gods, metal coins found from Jaunpur, wheels from Shunga Period, terracotta bricks from Kushan Period, terracotta weights, old photographs, paintings etc. The Parshwanath Vidyapeeth Museum was established to teach Jain Philosophy, culture, Prakrit language, art and history","Historical Museum","1996","https://www.pv-edu.org","0542 2570183","Free","10:00 AM - 05:00 PM (Closed on Sundays)","Photography (only with prior permission), Bookshop, Guided Tours and Lectures"
"Anatomy Museum","M.L.N Medical College, George Town, Prayagraj - 211002","Uttar Pradesh","The Museum has a collection of dissected parts of the Human Body, models of Human Organs, Embryol- ogy models - all these are helpful in learning the different aspects of Anatomy","Medical Museum","","","","Free","July - April, 09:00 am - 04:00 PM, and May - June, 08:00 AM - 12:00 PM","Library, School Programmes, Film Shows, Lectures, Photography"
"Anatomy Museum","Anatomy Department, LLRM Medical College, Meerut - 250102","Uttar Pradesh","The Museum has a collection of dissected parts of the Human Body, models showing developments etc.","Medical Museum","1966","https://llrmmedicalcollege.nic.in","0121 2760888, medllrm@yahoo.com","Free","Summers: 07:00 AM - 01:00 PM, and Winters: 09:00 AM - 04:00 PM (Closed on Sundays and Govern- ment holidays)","Photography, Guided Tours, School Programmes and Film Shows"
"Pharmacology Museum","Pharmacology Department, LLRM Medical College, Meerut - 250102","Uttar Pradesh","The Museum has a collection of crude drugs, models of mechanism of act ion of different groups of drugs, machines used in pharmaceutical preparations etc.","Medical Museum","1966","https://www.llrmmedicalcollege.nic.in","0121 2760888, medllrm@yahoo.com","Free","Summers: 07:00 AM - 01:00 PM, and Winters: 09:00 AM - 04:00 PM (Closed on Sundays and Govern- ment Holidays)",""
"Museum of Pathology","Pathology Department, LLRM Medical College, Meerut - 250102","Uttar Pradesh","The Museum has a collection of dissected organs of the Human Body obtained after postmortem and surgery","Medical Museum","1966","https://www.llrmmedicalcollege.nic.in","0121 2760888, medllrm@yahoo.com","Free","Summers: 07:00 AM - 01:00 PM, and Winters, 09:00 AM - 04:00 PM (Closed on Sundays and Govern- ment holidays)",""
"Social and Preventive Medicine Museum","LLRM Medical College, Meerut - 250102","Uttar Pradesh","The Museum has a collection of models and charts on communicable diseases, Nutrition, Demography, Environmental Sanitation etc.","Medical Museum","1966","https://www.llrmmedicalcollege.nic.in","0121 2760888, medllrm@yahoo.com","Free","Summers: 07:00 AM - 01:00 PM, and Winters: 09:00 AM - 04:00 PM (Closed on Sundays and Govern- ment holidays)","Not Available ARCHIVES AND LIBRARIES"
"Kanpur Museum Library","K.E.M. Halls, Phool Bagh, Kanpur - 208001","Uttar Pradesh","The collection includes postcards, photographs, memorabilia and letters of Gandhiji, photo album with gold work, first day cover of Maharani Victoria from all over the world, Bithur glances, 1878 city maps of Kanpur, currency notes, royal farms etc.","Multipurpose Museum","1999","","0512 2312619","School groups - Rs. 1 per head, Army personnel - ps. 50 per head, and Journalists - Free","10:30 AM - 04:30 PM (Closed on Mondays and 2nd Tuesdays)","Guided Tours, Lectures and Photography"
"Vrindavan Research Institute","Bhaktivedanta Swami Marg, Raman Reiti, Vrindavan - 281121","Uttar Pradesh","The Museum has a collection of illustrated and unillustrated manuscripts in - Sanskrit, Hindi, Bengali, Gujarati, Gurmukhi, Oriya, Urdu, Persian; farmans, coins, sculptures, miniature paintings and other paintings from different periods. The Galleries present in the museum are - Braj lok Gallery, Brajnidhi Gallery, Painting Gallery and Sculpture Gallery","Multipurpose Museum","1968","https://www.vribharat.org","0565 2540628, info@vribharat.org","Free","10:30 AM - 04:30 PM (Closed on Mondays)","Published Periodicals, Library, Guided Tours, School Programmes, Lectures and Photography (only with  permission) ART AND CRAFT MUSEUMS/GALLERIES"
"Pakshi Sangrahalaya, Nawabganj Bird sanctuary (2015, renamed as Shahid Chandrashekhar Azad Bird Sanctuary)","NH 25, Ravanhar - 209859","Uttar Pradesh","The Museum has a collection of replicas and photographs of birds","Natural History Museum","","","","Opens on request","07:30 AM - 05:00 PM","Library, Guided Tours, Lectures and Photography"
"Birbal Sahni Institute of Paleobotany","553, University Rd, Babuganj, Hasanganj, Lucknow - 226007","Uttar Pradesh","The Museum has exhibits showing the origin and evolution of life, the coal forming vegetation, land plants, origin and diversity of flowering plants, palynostratigraphy of oil and coal bearing horizon etc.","Natural History Museum","1946","","0522 2740470","Free","09:30 AM - 06:00 PM (Closed on Saturdays, Sundays and Government Holidays)","Guided Tours, Film Shows, Lectures and Photography"
"Ganga Darpan Interpretation Centre","Sarnath, Varanasi - 221007","Uttar Pradesh","The Museum’s collection includes replicas, models of reptiles and maps and posters of the Namami Gange project","Natural History Museum","","https://www.nmcg.nic.in","","","09:45 AM - 05:00 PM","Publications, University Handbook, Film Shows, Lectures and Photography (only with permission)"
"Anand Bhawan Museum","Anand Bhawan, Moti Lal Nehru Marg, Prayagraj - 211002","Uttar Pradesh","The Museum is the ancestral house of India’s first Prime Ministe r - Pt. Jawaharlal Nehru. The most beauti - ful part of the Museum building is the study room and bedroom of Jawahar Lal Nehru, a room dedicated to Mahatma Gandhi, a room dedicated to Indira Gandhi where all her belongings are displayed and the drawing room of the Muse - um where the belongings of Motilal Nehru and Jawahar Lal Nehru are housed. The outhouse of the Museum displays the life of Jawahar Lal Nehru","Personalia Museum","1971","https://www.dioceseofallahabad.org","0532 2467071, jlnmfald@dataone.in","Rs. 10 per head (for first floor only), Foreign tourists - Rs. 50 per head, and Educational institutes - Rs. 5 per head","09:30 AM - 05:00 PM (Closed on Mondays and Central Government Holidays)","Research Journals and Library"
"Brahmakumaris Spiritual Museum","Taj Nagari Phase 1, Telipara, Tajganj, Agra - 282001","Uttar Pradesh","The Museum has a collection of art related to religious themes, artefacts, historical relics and ancient specimens","Religious Museum","","","","","08:00 AM - 06:00 PM","Library, Guided Tours, School Programmes, Lectures and Photography"
"Guru Gorakhnath Sangrahalaya","","Uttar Pradesh","The Museum through its collection aims at spreading knowledge about Guru Gorakhnath’s life history, holy aphorism of saints in India and also Indian leaders. The Galleries in the Museum are - Gallery on Hindu Deities; Gallery on Idols of Indian Leaders and Great Personalities; Gallery on the Saints and Yogis of the Nath Community; Gallery of Photographs, manuscripts and rare books; Gallery on the History and Culture of Gorakhpur, Gallery on the different Yoga postures","Religious Museums","2016","","","","","Library, Guided Tours and Photography"
"Central Institute of Medicinal and Aromatic Plants","Council of Scientific and Industrial Research, Kukrail Picnic Spot Road, P.O. (CIMAP) , Lucknow - 226007","Uttar Pradesh","The collection includes coloured photographs and live plants used in modern medicines, photographs of plant species cultivated through India, medicinal and aromatic plants, Swathy Vatika etc.","Science Museum","1984","","0522 2358723","Free","09:00 AM - 05:30 PM (Closed on Sundays)","Library and Photography"
"Postal Museum","Postal Training Centre, Saharanpur - 247002","Uttar Pradesh","The collection includes old postal equipment, accessories, documents etc.","Thematic Museum","1981","","0132 2644002","Free","",""
"Rail Museum","Railway Stadium Colony, Gorakhpur - 273009","Uttar Pradesh","The Museum has a collection of vintage locomotives and displays that show the history of Regional Railways","Thematic Museum","1900","","0551 2438000, info@mwgkp.in , support@mwgkp.in","Rs. 10 per head, and Bholu Express - Rs. 10 per head","02:00 PM - 08:00 PM","Exhibitions, Art Fairs, Publications and Artworks can be purchased"
"Madame Tussauds India","4th Floor, DLF Mall of India, Sector - 18, Noida - 201301","Uttar Pradesh","Madame Tussauds India is a tourist attraction and a Wax Museum. It is the Tussauds’ twenty-third location, founded by French sculptor Marie Tussaud. It displays the wax statues of celebrities, historical leaders, cricketers etc.","Thematic Museum","2017","https://www.madametussauds.com/delhi/","career.delhi@merlinentertainments.biz, query.delhi@madame-tussauds.com","Adults: Rs. 599 per head, and Children: Rs. 499 per head","11:30 AM - 07:30 PM","Scholarship Programs"
"Law Museum and Archives (Allahabad High Court)","10, Thornhill Road, Near Sai Mandir, Prayagraj - 211001","Uttar Pradesh","The collection includes a replica model of the High Court building in 1916, a charter for the establishment of the High Court judicature at Allahabad, the wood carving of the British Emblem, Pre - Independence wooden chairs of the judges in courtroom and their chambers, witness boxes, an antique grandfather clock and an Ansonia wall clock, red ceremonial gown and wig, wax impression of the seal of the courtroom prior to Independence, old pen holders, ink pots and photographs - compromise deed of Sant Tulsidas during the dispute related to the Partition of Benaras which is written in Awadhi language and carries the seal of the then Qazi of Benaras, Honourable Chief Justices of the Court till date, oath taking ceremonies, eminent members of the Bar of this Court etc.","Thematic Museum","","https://www.allahabadhighcourt.in","","Rs. 10 per head","10:00 AM - 05:00 PM",""
"Botanical Museum","Department of Botany, K.S.S. P.G. College, Ayodhya, Faizabad - 224123","Uttar Pradesh","The Museum has a collection of Botanical specimens","Botanical Museum","1967","https://www.kssaketpgcollege.ac.in","05278 232305","Free","10:00 AM - 04:00 PM (Closed on Sunday)","Resource centre, Library, Film Screening, Memorial Lectures, Children workshops, Book launches and  HStreet cafe"
"Botany Museum","Department of Botany, D.D.U. Gorakhpur University, Gorakhpur - 273009","Uttar Pradesh","The Museum has a collection of different plant groups, insectivorous plants, herbarium etc.","Botany Museum","1958","https://www.ddugu.ac.in","","Free","10:00 AM - 05:00 PM","Workshops, Art camps, Talk shows, Seminars and Online Art Shop"
"Zoological Museum","Department of Zoology, University of Gorakhpur, Gorakhpur- 273009","Uttar Pradesh","The Museum has a collection of major Vertebrates and Invertebrates etc.","Zoological Museum","1958","https://www.ddugu.ac.in","","Free","10:00 AM - 05:00 PM",""
"Botany Museum","Department of Botany, T.D. Post Graduate College, Jaunpur - 222001","Uttar Pradesh","The Museum has a collection of all important plants and fossil types","Botanical Museum","1956","https://www.online.tdcollege.org","05452 253039","Free","10:00 AM - 05:00 PM (Closed on Sundays)","Seminars, Publications, Fellowship programmes and Online courses"
"Department of Zoology","University of Lucknow - 226007","Uttar Pradesh","The Museum has a collection of various Invertebrates and Vertebrates preserved, specimens and skeletons of mammals","Zoological Museum","1921","https://www.lkouniv.ac.in","0522 2740230","Only for students","10:30 AM - 05:30 PM (Closed on Sunday)","Labs, Lectures, Seminars, Creator’s Hub, Learning Programmes, Books, Publications and Fairs"
"Museum of Zoology","Department of Zoology, Meerut College, Meerut - 250001","Uttar Pradesh","","Zoological Museum","1965","","","Free","","Mentorship Programmes, Workshops, Residency Opportunities, Books and Publications"
"Zoology Museum","P.G. Department of Zoology, D.A.V . College, Muzaffarnagar - 251001","Uttar Pradesh","The Museum has a collection of Zoological specimens, freshwater fis h of the district, fossils, skeletons, models, preserved animals etc.","Zoological Museum","1950","","0131 26667","Free","09:00 AM - 05:00 PM (Closed on Sundays and Government Holidays)",""
"Zoology Museum","P.G. Department of Zoology, Sanatan Dharm College, Muzaffarnagar - 251001","Uttar Pradesh","The Museum has a collection of preserved animals from different Ve rtebrates and Invertebrate groups, an insect gallery etc.","Zoological Museum","1970","","0131 2404053","Free","10:30 AM - 04:30 PM (Closed on Sundays)",""
"Bishnupur Acharya Jogesh Chandra Purakriti Bhawan (Bankura District Museum)","College Road, Dalmadal Para, Bishnupur -722122","West Bengal","The Museum collection includes art and archaeological objects like - tools from primitive ages (Mesolithic and Palaeolithic), coins from The Gupta Period to The Pala Period, contemporary arts and paintings, manuscripts, musical instruments of Bishnupur Gharana","Archaeological Museum","1951","","03244 252697","School students: Rs. 1 per head, Adults: Rs. 3 per head, and Foreign Tourists - Rs. 10 per head","11:00 AM - 05:00 PM (Closed on Mondays)",""
"Cooch Behar Palace Museum (Victor Jubilee Palace)","Cooch Behar - 736101","West Bengal","The collection within the Palace includes photographs and paintings of the kings, sculptures, coins, seals, medals, and anthropological collections","Archaeological Museums","2002","https://www.asi.nic.in","","Ages 15 yrs and below - Free, Indian Tourists - Rs. 5 per head, Foreign Tourists - Rs. 100 per head","10:00 AM - 05:00 PM (Closed on Fridays)",""
"Bangiya Sahitya Parishad Museum (Bangiya Sahitya Parishad Puthishala and Chitrashala)","243, 1, Acharya Prafulla Chandra Rd, Maniktala, Sahitya Parishad, Bagmari, Kolkata -700006","West Bengal","The Museum collection includes 9427 manuscripts in Bengali, Sanskrit, Hindi, Assamese, Oriya, Tibetan, Persian, and Ceylonese; statues, portraits, photographs of the celebrated writers and poets of Bengal; a copper plate engraved with Rabindra Nath Tagore’s signature and his wedding card that he designed himself. The newly opened Centenary Hall displays sculptures of Manjushree, Bodhisattvas, Kalyanasundaram, Chamunda etc. that belong to the period 11th century - 13th century. Along with sculptures, the Palace Museum also has a collection of old coins, dolls, textiles","Archaeological Museum","Parishad -1894, Museum founded - 1908","https://www.bangiyasahityaparishat.org/museum/","033 23503743","Free","12:30 PM - 06:00 PM","Sell and purchase of art"
"State Archaeological Museum","1, Satyen Roy Road, Behala, Kolkata - 700034","West Bengal","The Museum building currently has 7 Galleries and the collection of these Galleries are - Paintings, Stone sculptures, Metal objects, Early history objects, Sites and Sight, excavation at Hatpara Gallery, and the most important Gallery of the Museum is the Jagjivanpur Gallery that exhibits the excavations from the Jagjivanpur Buddhist Site of Malda","Archaeological Museum","1962","","033 23955363","Rs. 5 per head, Student’s fees are waived against a prior application: Rs. 10 for every 4 photographs","10:30 AM - 04:30 PM (Closed on Mondays and Tuesdays)",""
"Hazarduari Palace Museum","Siraj Ud Daulah Rd, Hazarduari, Murshidabad - 742149","West Bengal","The Galleries of the Palace Museum are - Durbar hall, Paintings, Hall of Royal and Periodical Gallery. The paintings depict scenes from the Court of Durbar, Committee of Nawab Nazim Humayun Jah, Nawab’s Throne. Other collections of the Museum are Palanquin of Zebunnisa, Ivory Sadan Chair of Emperor Shahjahan etc.","Archaeological Museum","1985","","03482 270334, asahdpm@rediffmail.com","Indian, SAARC, BIMSTEC Tourists - Rs. 5 per head, Foreign Tourists - Rs. 100 per head","08:00 AM - 05:00 PM","Research Lab, Conservation Lab, Seminars and Workshops DEFENCE MUSEUMS"
"Akshaya Kumar Maitreya Heritage Museum","University of North Bengal, Raja Rammohunpur, P.O. N.B.U, District Darjeeling - 734013","West Bengal","The Museum aims at representing the culture of North Bengal through material culture like stone and bronze sculptures, terracotta works, coins, folk art, manuscripts etc.","Archaeological Museum","1965, Open to general public - 28th December, 2006","https://www.nbu.ac.in","0353 2776390, museum@nbu.ac.in","Rs. 5 per head, Free for students","10:30 AM - 04:30 PM (Closed on Mondays and Government Holidays)","Café, Photography, Souvenir Shop and Guided Tours"
"Archaeological Site Museum","Tamluk, Srirampur Rd, Uttar Chara Sankarara - 721636","West Bengal","The Museum collection includes pattachitra, terracotta lamps, Tamluk seals, terracotta sarcophagus, Roman Amphora, scroll paintings etc.","Archaeological Museum","","https://www.midnapore.in","03228 266773","Free","09:00 AM - 05:00 PM (Closed on Fridays)","Film shows (Specific days and only for invited guests), Lectures and Photography (Prior permis sion from  director)"
"Malda Museum","Subhankar Bandh Road, Mokdumpur, Malda - 732101","West Bengal","The collection includes historic artefacts found in the district of Malda, sculptures, figurines, calligraphic inscriptions, tablets, terracotta plaques etc.","Archaeological Museum","1937","https://www.malda.gov.in","","","10:30 AM - 05:30 PM (Closed on Thursdays)","Library and Photography (allowed with permission)"
"Balurghat College Museum","Shibtala, Balurghat - 733101","West Bengal","The collection includes archaeological objects, mainly sculptures like that of Avaloketeshwara, Vishnu, Saraswati, Mahisamardini, a Saint, Manasa; ancient coins; swords, fossils, terracotta, ornamental stones, manuscripts etc.","Archaeological Museum","","","","","","Photography (allowed with prior permission)"
"States Archive of West Bengal","6, Bhowani Dutta Lane, Kolkata - 700034","West Bengal","The collections of the archives include East India Company’s administrative records from 1770 to 1858, 1624 Persian and Bengali Records, administrative reports etc.","Archives and Libraries","1910","","033 24985363","Free","11:00 AM - 05:00 PM (Closed on Mondays and Government Holidays)","Children’s Park and Coffee Shop"
"The Asiatic Society, An Institution of National Importance","1, Park St, Park Street Area, Kolkata -700016","West Bengal","The collection includes copper plates, Ashokan inscriptions, busts, sculptures, miniature paintings, lithographs, illustrated mughal paintings, rare books, archival documents etc.","Archives and Libraries","1984","","033 22290779","Free","10:00 AM - 06:00 PM (Closed on Saturdays and Sundays)","Not Available EDUCATIONAL MUSEUMS"
"Gurusaday Museum","Gurusaday Dutt Folk Art Society, Bratacharigram, P.O. Joka, Kolkata -700104","West Bengal","The collection includes scrolls and manuscripts; pattachitra; kalighat paintings; terracotta plaques of temples; sculptures in stone, bronze, wood, brass; dolls; toys; tribal art works; textile art works like kantha, jamdani etc.","Art and Craft Museum","1963","","033 24676048, gsmuseum@rediffmail.com","Adults: Rs. 10 per head, Students: Rs. 2 per head, Foreigner - Rs. 50 per head","10:00 AM - 05:00 PM (Closed on Mondays and Central Government Holidays)","Publications, Library, Guide Tours, Film Shows, Lectures and School Programmes"
"Museum and Art gallery","University of Burdwan, Rajbati, P.O. District Burdwan - 713104","West Bengal","The collection includes Indian art and antiquities, stone sculptures, folk art objects, European and Indian oil paintings, terracotta figurines, manuscripts, coins, pattachitra, potte ries, stone inscriptions, old photographs and prints","Art and Craft Museum","1965","https://www.buruniv.ac.in","+ 91 342 2634975, webmaster@buruniv.ac.in","Free","11:00 AM - 04:00 PM (Closed on the days when the University is closed)","Photography (only with permission)"
"Ashutosh Museum of Indian Art","Ashutosh Mukherjee Rd, Paddapukur, Bhowanipore, Kolkata -700025","West Bengal","The collection includes sculptures, paintings, folk art objects, textiles, terracottas, woodcarvings, tankas, kantha, embroidery etc.","Art and Craft Museum","1937","https://www.caluniv.ac.in","","Adults: Rs. 10 per head, Student groups: Rs. 5 per head","10:45 AM - 04:30 PM (Closed on Saturdays, Sundays and University Holidays)","Shishu Bhawan Patrika - Publication"
"Birla Academy of Art and Kolkata Museum","Southern Ave, Lake Terrace, Ballygunge, Kolkata -700029","West Bengal","The collection includes miniature paintings, sculptures, paintings, graphics, drawings, contemporary sculptures, wood carving, textiles etc.","Art and Craft Museum","","https://www.birlaart.com","033 2466802","Rs. 2 per head","04:00 PM - 07:00 PM (Closed on Mondays)","Library, Guide Tours, Film Shows and Lectures"
"Government Industrial and Commercial Museum","45, Ganesh Chandra Avenue, Kolkata - 700013","West Bengal","The collection of the museum includes industrial and commercial products of West Bengal, handicrafts and objects of folk art, different types of traditional and creative art, dolls, scroll paint ing, Pattachitra etc.","Art and Craft Museum","1939","","033 22365316","Free","10:00 AM - 05:30 PM (Closed on Saturdays, Sundays and all Government Holidays)","Rabindra Bhawan Newsletters, Library, Guide Tours, Film Shows, Lectures and Photography (only with  permission)"
"The Art Museum of the Academy of Fine Arts","Cathedral Rd, Maidan, Kolkata - 700020","West Bengal","The collection includes personal effects of Tagore, his letters, manus cripts and his paintings, Bhanusinger Patrabali, Rabindra Nath Tagore’s locks of hair that was given by him to Lady Ranu Mookerjee as a wedding gift, the Miniature Painting Gallery - Mughal, Rajasthani, Ram Sita, Rag Ragini; sculptures and contemporary art by Abanindranath Tagore, Asit Halder, Behari Mukerjee etc; Textile Gallery - Baluchari, Benarasi, Daccai, Jamdani etc., graphic and line drawings","Art and Craft Museum","1933","https://www.academyoffinearts.in","033 22237096","Rs. 5 per head","03:00 PM - 09:00 PM",""
"Kala Bhawan Museum (Nandan)","Visva Bharati, Santiniketan - 731235","West Bengal","The collection includes miniature paintings from the Rajput and Mughal School of Miniature Art, original paintings of Rabindranath Tagore, Abanindranath, Gaganendranath, Nandalal, Binodbehari, Ramkinker etc; terracotta works, Bengal Folk Art, Kalighat Patachitra, chinese handscrolls etc.","Art and Craft Museum","1921","https://www.visvabharati.ac.in","03463 253655","","07:00 AM - 09:00 PM (Closed on Saturdays and Sundays)","Library and Photography (only with permission) GEOLOGICAL MUSEUM"
"Chemould Art Gallery","A, 12 F, Park St, Oop. Park Hotel, Park Street Area, Kolkata - 700016","West Bengal","The Art Gallery has a collection of portraits like that of Bismillah Khan, classical singer Girija Devi, paintings of Shiva and Parvati, Ganesh Chaturthi, Durga puja etc. The Gallery has paintings and art pieces made by artists like Paramesh Paul, Amit Bhar, Bijay Biswal, Murali Nagapuzha, Umakant Kannada and Sachin Jaltare. This Gallery was also mentored by artists M. F. Hussain, Tyeb Mehta, Ram Kumar and S.H Raza","Art and Craft Museum","1941","","3340708002","","10:30 AM - 07:00 PM (Closed on Sundays)","Cafe, Seminars and Lectures"
"Akar Prakar","P 238, Hindustan Park, Kolkata - 700029","West Bengal","The Art Gallery has a collection of Indian modern and contemporary art collections. The Gallery includes paintings and sculptures made by both modern and contemporary artists like Abanindranath Tagore, Benode Behari, Gaganendranath Tagore, C. Douglas, Debjan Roy, Debashish Mukerjee, Manesh Haloi, Jayashree Chakravarthy, Manish Pushkale, Paula Sengupta, etc.","Art and Craft Museum","2004","https://www.akarprakar.com","033 24642617","","02:00 PM - 07:00 PM","Guide Services, Wheel chair, Light and Sound Show and Historical Audio-Visual Show"
"Ahuja Museum for Arts","26 Lee Road, Ground Floor (at Elgin Road, Lee Road crossing, entrance from Elgin Road), Kolkata - 700020","West Bengal","The Museum has a collection of over 2000 artworks by around 250 artists from around the world, India and Asia in particular. The Museum exhibits 50 sets of new paintings every 2 months","Art and Craft Museum","1993","https://www.sdahujaart.com","40034974, 22894745","","10:30 AM - 07:00 PM",""
"Chitrakoot Art Gallery","Presidency Court, 55 Gariahat Road, 2nd Floor, Ballygunge Phari, Kolkata - 700019","West Bengal","Bengal School of Painting artists like - Shyamal Dutta Roy, Ganesh Payne, Bikash Bhattacharya, and Amitabh Bhattacharya took the initiative to turn a library into a place where the artists of the Bengal School of Art could present their art works and be in the presence of other artists like them. The Gallery has a collection of early Bengal Art to Modern Bengal Art, by artists like Abanindranath Tagore, Amir Aich, Jamini Roy, Gopal Ghosh, Gaganendranath Tagore, Nandlal Bose, Akbar Padmasee, Anesh Payne, Raja Ravi Verma etc.","Art and Craft Museum","1980","https://www.chitrakootart.com","91 9831018753","","",""
"The Harrington Street Arts Centre","Ho Chi Minh Sarani Rd, Kankaria Estate, Park Street Area, Kolkata -700071","West Bengal","The main purpose of setting up the Art Centre was to establish connections in a formal way with the art institutions public and private; National and International. The Gallery has a collection of artworks that show a touch of the Colonial era","Art and Craft Museum","1998","https://www.hstreetartscentre.com","033 22829220, thehstreet.artscentre@gmail.com","","02:00 PM - 08:00 PM",""
"Aakriti Art Gallery","12/3A, Orbit Enclave, Picasso Bithi, Mullick Bazaar, Park Street area, Kolkata -700017","West Bengal","The gallery aims at displaying the evolution of modern and contemporary art forms in India through the artforms like traditional paintings, sculptures, printmaking and graphics, the new media like conceptual art, video art, installations and experimental art works; all authentic and original art done by Indian and modern artists like Jogen Chowdhary, Satish Sujral, Kartik Pyne, Partha Pratim Deb, Akhil Chandradas, Rajesh Deb etc.","Art Gallery","2005","https://www.aakritiartgallery.com","033 22893027, 91 33 22895041, art.aakriti@gmail.com","","11:00 AM - 07:00 PM (Closed on Sundays)","Coffee House"
"Ava Art gallery","Udai Chand Rd, Limbugaon, Darjeeling- 734102,","West Bengal","This only one of its kind gallery in Darjeeling has a collection of 60 art pieces made by Ava Devi in the mediums like oil, thread, embroidery etc. The most popular art work among the collections are “Still Strong”, “Torture” among other traditional paintings, hand made embroidery and silk applique made by splitting the thread 20 times","Art Gallery","1965","","0727 8803846","Free","Morning: 08:00 AM - 12:00 PM, and Afternoon: 01:00 PM - 05:00 PM",""
"Cima Gallery Pvt. Ltd.","One Sunny Park Block - B, Sunny Towers, 2nd Floor, 43, Ashutosh Chowdhury Avenue, Ballygunge, Kolkata - 700019","West Bengal","The gallery has a collection of artworks by artists like Balasubramaniam, Akbar Padmasee, Akhilesh, Chintan Upadhyay, F.N. Souza, Farhad Hussain, Ganesh Pyne, Haku Shah, Jamini Roy, S.H. Raza, Tyeb Mehta etc. from time to time, the gallery organises several projects and exhibitions in association with national and international museums and educational institutions","Art Gallery","1993","https://www.cimaartindia.com","033 24858717","","03:00 PM - 07:00 PM (Closed on Sundays)","Photography"
"Experimenter","1) Experimenter - Ballygunge Place, 45 Ballygunge Place, Kolkata - 700019 2) Experimenter - Hindustan Road, 2/1, Hindustan Road, Kolkata -700029","West Bengal","The gallery aims at representing some of the most critically acclaimed contemporary artists like Adip Dutta, Alexanda Bachzetsis, Ayesha Sultana, Julien Segard, Mehreen Murtuza, Soumya Sankar Bose who are ambitious and often engage in solo or group performances, both internationally and locally. The gallery organises exhibitions, art programmes and performances like - film, photography, music lectures, salon style workshops, di scussions etc.","Art and Craft Museum","2009","https://www.experimentre.in","Ballygunge - 91 3346026457; Hindustan Road - 91 3340012289, admin@experimentre.in","Rs. 20 per head","Ballygunge - 11:00 AM - 06:30 PM and Hindustan road - 11:00 AM - 06:00 PM (Both branches closed on Sundays)","Library"
"Emami Art","Kolkata Centre for Creativity, 777, Anandapur, Em Bypass, Adarsha Nagar, Kolkata -700100","West Bengal","The gallery aims at installing and hosting exhibitions and art programmes that have a wide range i.e. includes paintings, photography, open air art performances, art object installations, weaving etc. and provide a platform to local and regional communities to present their indigenous art forms. The artist who are a part of the Emami Art Gallery are Ali Akbar Pn, Anjan Modak, Arindam Chatterjee, Arpita Akhanda, Arunima Choudhury, Bholanath Rudra, Debashish Paul, Gayatri Halder, Ghana Shyam Latuna, Janhavi Khemka, Prasanta Sahu, Santunu Debnath, Shilpi Sharma, etc.","Art Gallery","","https://www.emamiart.com","91 33 66232300, contact@emamiart.com","","Monday - Saturday, 01:00 AM - 07:00 PM (Closed on Sundays)","Interactive Displays and Installations, Touchscreens and Audio-Visual Room"
